Camera ID,Location Name,Camera Status,Turn on Date,Camera Manufacturer,ATD Location ID,Landmark,Signal Engineer Area,Council District,Jurisdiction,Location Type,Primary St Segment ID,Cross St Segment ID,Primary Street Block,Primary Street,PRIMARY_ST_AKA,Cross Street Block,Cross Street,CROSS_ST_AKA,COA Intersection ID,Modified Date,Published Screenshots,Screenshot Address,Funding,ID,Location
681, 15TH ST / NUECES ST,VOID,,,LOC16-001070,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,600, 15TH ST,,1500, NUECES ST,,5156571,12/09/2024 06:46:00 PM,,https://cctv.austinmobility.io/image/681.jpg,None Identified,5d40531a17e6c20012db8977,POINT (-97.745148 30.278534)
1,"830 BLK W RUNDBERG LN (Little Walnut Creek Library, HEB)",TURNED_ON,11/18/2016,Wisenet,LOC16-005090,"Little Walnut Creek Library, HEB",NORTHEAST,4,AUSTIN FULL PURPOSE,BUILDING,,,830, RUNDBERG LN,,,,,,07/18/2023 08:45:00 PM,,https://cctv.austinmobility.io/image/1.jpg,None Identified,58598262bcb3437b51194040,POINT (-97.698158 30.363686)
2, AIRPORT BLVD / OAK SPRINGS DR,TURNED_ON,11/08/2016,Wisenet,LOC16-000805,,NORTHEAST,"1, 3",AUSTIN FULL PURPOSE,ROADWAY,,,1137, AIRPORT BLVD,,3300, OAK SPRINGS DR,,5162329,07/08/2024 06:09:00 PM,,https://cctv.austinmobility.io/image/2.jpg,None Identified,5859822ffadeea4948dce02a,POINT (-97.697907 30.273556)
3, STAKED PLAINS DR / LAKELINE BLVD,TURNED_ON,12/20/2016,Advidia,LOC16-004915,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,10001, STAKED PLAINS DR,,10001, LAKELINE BLVD,,5150747,07/24/2024 07:32:00 PM,,https://cctv.austinmobility.io/image/3.jpg,None Identified,585981f82260179f468db8f3,POINT (-97.789574 30.481957)
4, 35TH ST / PECOS ST,TURNED_ON,11/30/2016,Wisenet,LOC16-003630,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,3100, 35TH ST,,3400, PECOS ST,,5153473,02/22/2024 09:14:00 PM,,https://cctv.austinmobility.io/image/4.jpg,None Identified,585981b90a478f904608bdd2,POINT (-97.76716 30.31354)
5, MARTIN LUTHER KING JR BLVD / RIO GRANDE ST,TURNED_ON,11/18/2016,Wisenet,LOC16-000095,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, MARTIN LUTHER KING JR BLVD,,1800, RIO GRANDE ST,,5156606,08/14/2024 07:48:00 PM,,https://cctv.austinmobility.io/image/5.jpg,None Identified,582f91ffe5fd64113099509b,POINT (-97.744835 30.282545)
6, LAVACA ST / 3RD ST,TURNED_ON,08/10/2016,Wisenet,LOC16-001625,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,300, LAVACA ST,,301, 3RD ST,,5156460,08/10/2023 04:14:00 PM,,https://cctv.austinmobility.io/image/6.jpg,None Identified,582f91a6e0f9f3fd2ff4e013,POINT (-97.746246 30.26593)
7, PEARCE LN / KELLAM RD,TURNED_ON,10/15/2016,Advidia,LOC16-000500,,SOUTH,2,AUSTIN 2 MILE ETJ,ROADWAY,,,13400, PEARCE LN,,6601, KELLAM RD,,5168571,07/22/2024 02:31:00 PM,,https://cctv.austinmobility.io/image/7.jpg,None Identified,582f90d0b492c17e2f5203a7,POINT (-97.611196 30.163688)
229, BEN WHITE BLVD SVRD / LAMAR BLVD SVRD,TURNED_ON,,Wisenet,LOC16-003370,,SOUTH,5,AUSTIN FULL PURPOSE,ROADWAY,,,2439, BEN WHITE BLVD SVRD,,4401, LAMAR BLVD SVRD,,5150689,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/229.jpg,None Identified,582a419d5e304c982be5c424,POINT (-97.796661 30.233683)
8, WEST GATE BLVD / WILLIAM CANNON DR,TURNED_ON,11/16/2016,Wisenet,LOC16-002050,,SOUTH,5,AUSTIN FULL PURPOSE,ROADWAY,,,6900, WEST GATE BLVD,,2700, WILLIAM CANNON DR,,5149106,11/09/2023 04:09:00 PM,,https://cctv.austinmobility.io/image/8.jpg,None Identified,582c83276703af1e2d14d783,POINT (-97.815392 30.207201)
9, ESCARPMENT BLVD / WILLIAM CANNON DR,TURNED_ON,11/16/2016,Wisenet,LOC16-002065,,SOUTH,8,AUSTIN FULL PURPOSE,ROADWAY,,,6900, ESCARPMENT BLVD,,5901, WILLIAM CANNON DR,,5144930,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/9.jpg,None Identified,582c83276703af1e2d14d781,POINT (-97.864548 30.229994)
10, 35TH ST / JACKSON AVE,TURNED_ON,11/16/2016,Wisenet,LOC16-000530,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,1914, 35TH ST,,3500, JACKSON AVE,,5154965,11/16/2023 04:03:00 PM,,https://cctv.austinmobility.io/image/10.jpg,None Identified,582c83276703af1e2d14d77f,POINT (-97.75589 30.308735)
11, ESCARPMENT BLVD / SLAUGHTER LN,TURNED_ON,11/16/2016,Wisenet,LOC16-003355,,SOUTH,8,AUSTIN FULL PURPOSE,ROADWAY,,,9300, ESCARPMENT BLVD,,5800, SLAUGHTER LN,,5144234,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/11.jpg,None Identified,582c83276703af1e2d14d77d,POINT (-97.878426 30.2006)
12, ROSS RD / SAINT THOMAS DR,TURNED_ON,11/16/2016,Advidia,LOC16-004705,,SOUTH,2,AUSTIN 2 MILE ETJ,ROADWAY,,,4500, ROSS RD,,12818, SAINT THOMAS DR,,5168394,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/12.jpg,None Identified,582c83276703af1e2d14d77b,POINT (-97.615196 30.178305)
13, RIVERSIDE DR / ROYAL CREST DR,TURNED_ON,11/16/2016,Wisenet,LOC16-001845,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,1818, RIVERSIDE DR,,1401, ROYAL CREST DR,,5159157,04/13/2023 10:48:00 PM,,https://cctv.austinmobility.io/image/13.jpg,None Identified,582c83276703af1e2d14d779,POINT (-97.728287 30.241785)
232, DUVAL RD / JOLLYVILLE RD,TURNED_ON,,Wisenet,LOC16-003440,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,5600, DUVAL RD,,11616, JOLLYVILLE RD,,5155327,11/10/2023 07:35:00 PM,,https://cctv.austinmobility.io/image/232.jpg,None Identified,582a419d5e304c982be5c41e,POINT (-97.750038 30.417286)
233,FM 969 RD / DECKER LN,TURNED_ON,,Advidia,LOC16-003460,,NORTHEAST,1,AUSTIN FULL PURPOSE,ROADWAY,,,8600,FM 969 RD,,5200, DECKER LN,,5167104,09/15/2023 05:23:00 PM,,https://cctv.austinmobility.io/image/233.jpg,None Identified,582a419d5e304c982be5c41c,POINT (-97.637276 30.276794)
14, OLTORF ST / PLEASANT VALLEY RD,TURNED_ON,11/16/2016,Advidia,LOC16-004365,,NORTHEAST,3,AUSTIN FULL PURPOSE,ROADWAY,,,2510, OLTORF ST,,2400, PLEASANT VALLEY RD,,5159261,09/13/2023 06:02:00 PM,,https://cctv.austinmobility.io/image/14.jpg,None Identified,582c83276703af1e2d14d777,POINT (-97.727768 30.227459)
234,US 290 HWY / WILLIAM CANNON DR,TURNED_ON,,Advidia,LOC16-003480,,SOUTH,8,AUSTIN FULL PURPOSE,ROADWAY,,,6322,US 290 HWY,,6400, WILLIAM CANNON DR,,5144899,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/234.jpg,None Identified,582a419d5e304c982be5c41a,POINT (-97.86483 30.234057)
236,SH 71  / 290 HWY,TURNED_ON,09/04/2019,Wisenet,LOC16-003495,,SOUTH,8,AUSTIN FULL PURPOSE,ROADWAY,,,6901,SH 71 ,,6851,US 290 HWY,,5144363,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/236.jpg,None Identified,582a419d5e304c982be5c416,POINT (-97.874703 30.233343)
15, MENCHACA RD / STASSNEY LN,TURNED_ON,11/16/2016,Wisenet,LOC16-000950,,SOUTH,5,AUSTIN FULL PURPOSE,ROADWAY,,,5320, MENCHACA RD,,1820, STASSNEY LN,,5150642,06/26/2023 06:08:00 PM,,https://cctv.austinmobility.io/image/15.jpg,None Identified,582c83276703af1e2d14d775,POINT (-97.797707 30.215431)
16,US 290 HWY SVRD / MOPAC EXPY SVRD,TURNED_ON,11/16/2016,Advidia,LOC16-003885,,SOUTH,8,AUSTIN FULL PURPOSE,ROADWAY,,,5029,US 290 HWY SVRD,,5101, MOPAC EXPY SVRD,,5148415,08/12/2024 10:00:00 PM,,https://cctv.austinmobility.io/image/16.jpg,None Identified,582c83276703af1e2d14d773,POINT (-97.82412 30.234686)
237, ANDERSON LN SVRD / NORTHCREST BLVD,TURNED_ON,,Wisenet,LOC16-003530,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,100, ANDERSON LN SVRD,,7816, NORTHCREST BLVD,,5161328,06/19/2023 11:52:00 PM,,https://cctv.austinmobility.io/image/237.jpg,None Identified,582a419d5e304c982be5c414,POINT (-97.705383 30.3437)
17, SPICEWOOD SPRINGS RD / MOPAC EXPY SVRD,TURNED_ON,11/16/2016,Wisenet,LOC16-000485,,NORTHWEST,10,AUSTIN FULL PURPOSE,ROADWAY,,,3501, SPICEWOOD SPRINGS RD,,7740, MOPAC EXPY SVRD,,5156212,08/11/2023 02:10:00 PM,,https://cctv.austinmobility.io/image/17.jpg,None Identified,582c83276703af1e2d14d771,POINT (-97.745232 30.361263)
18, MOPAC EXPY / SLAUGHTER LN,TURNED_ON,11/16/2016,Wisenet,LOC16-003870,,SOUTH,8,AUSTIN FULL PURPOSE,ROADWAY,,,8100, MOPAC EXPY,,5600, SLAUGHTER LN,,5144924,09/27/2023 11:32:00 PM,,https://cctv.austinmobility.io/image/18.jpg,None Identified,582c83276703af1e2d14d76f,POINT (-97.865456 30.200567)
19, BRAKER LN / LAMAR BLVD,TURNED_ON,11/16/2016,Wisenet,LOC16-002300,,NORTHEAST,"4, 7",AUSTIN FULL PURPOSE,BUILDING,,,700, BRAKER LN,,11300, LAMAR BLVD,,5163282,11/29/2023 08:09:00 PM,,https://cctv.austinmobility.io/image/19.jpg,None Identified,582c83276703af1e2d14d76d,POINT (-97.686371 30.381935)
20, BURNET RD / PALM WAY (IBM DRIVEWAY),TURNED_ON,11/16/2016,Wisenet,LOC16-002270,IBM DRIVEWAY,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,11700, BURNET RD,,2901, PALM WAY,,5159845,02/15/2024 06:33:00 PM,,https://cctv.austinmobility.io/image/20.jpg,None Identified,582c83276703af1e2d14d76b,POINT (-97.717606 30.402287)
21, BURNET RD / JUSTIN LN,TURNED_ON,11/16/2016,Wisenet,LOC16-000400,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,6900, BURNET RD,,2301, JUSTIN LN,,5157450,12/18/2024 09:12:00 PM,,https://cctv.austinmobility.io/image/21.jpg,None Identified,582c83276703af1e2d14d769,POINT (-97.737526 30.345385)
22, BURNET RD / 45TH ST,TURNED_ON,11/16/2016,Wisenet,LOC16-000445,,NORTHWEST,"10, 7, 9",AUSTIN FULL PURPOSE,ROADWAY,,,4500, BURNET RD,,1401, 45TH ST,,5156974,12/22/2023 06:25:00 PM,,https://cctv.austinmobility.io/image/22.jpg,None Identified,582c83276703af1e2d14d767,POINT (-97.74157 30.315401)
24, ANDERSON LN / NORTHCROSS DR,TURNED_ON,11/16/2016,Wisenet,LOC16-000460,,NORTHWEST,7,AUSTIN FULL PURPOSE,ROADWAY,,,2622, ANDERSON LN,,7822, NORTHCROSS DR,,5157696,06/26/2023 07:30:00 PM,,https://cctv.austinmobility.io/image/24.jpg,None Identified,582c83276703af1e2d14d763,POINT (-97.735535 30.358307)
25, AIRPORT BLVD / 51ST ST,TURNED_ON,11/16/2016,Wisenet,LOC16-000845,,NORTHEAST,9,AUSTIN FULL PURPOSE,ROADWAY,,,5100, AIRPORT BLVD,,806, 51ST ST,,5160367,11/10/2023 04:50:00 PM,,https://cctv.austinmobility.io/image/25.jpg,None Identified,582c83276703af1e2d14d761,POINT (-97.71534 30.312069)
238, LAKE AUSTIN BLVD / REDBUD TRL,TURNED_ON,,Wisenet,LOC16-003690,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,3600, LAKE AUSTIN BLVD,,3101, REDBUD TRL,,5151762,07/13/2023 04:17:00 PM,,https://cctv.austinmobility.io/image/238.jpg,None Identified,582a419c5e304c982be5c412,POINT (-97.783066 30.291592)
239, 35TH ST / EXPOSITION BLVD,TURNED_ON,,Wisenet,LOC16-003715,,CENTRAL,10,AUSTIN FULL PURPOSE,ROADWAY,,,2700, 35TH ST,,3400, EXPOSITION BLVD,,5154071,07/13/2023 05:38:00 PM,,https://cctv.austinmobility.io/image/239.jpg,None Identified,582a419c5e304c982be5c410,POINT (-97.762703 30.310499)
26,IH 35 SVRD / ST JOHNS AVE (HOME DEPOT - DEPOT - WEST),REMOVED,10/02/2017,,LOC16-007010,HOME DEPOT - DEPOT - WEST,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,7200,IH 35 SVRD,,800, ST JOHNS AVE,,,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/26.jpg,None Identified,582a41a15e304c982be5c5ba,POINT (-97.7025 30.333519)
27,IH 35 SVRD / ST JOHNS AVE (HOME DEPOT - DEPOT - INTERIOR),REMOVED,10/02/2017,Axis,LOC16-007005,HOME DEPOT - DEPOT - INTERIOR,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,7200,IH 35 SVRD,,800, ST JOHNS AVE,,,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/27.jpg,None Identified,582a41a15e304c982be5c5b8,POINT (-97.701905 30.333229)
240, MANOR RD / NORTHEAST DR,TURNED_ON,,Advidia,LOC16-003735,,NORTHEAST,"4, 1",AUSTIN FULL PURPOSE,ROADWAY,,,6500, MANOR RD,,3300, NORTHEAST DR,,5165107,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/240.jpg,None Identified,582a419c5e304c982be5c40e,POINT (-97.670769 30.308533)
241, BRODIE LN / DAVIS LN,TURNED_ON,,Advidia,LOC16-003750,,SOUTH,"5, 8",AUSTIN FULL PURPOSE,ROADWAY,,,8900, BRODIE LN,,3301, DAVIS LN,,5146913,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/241.jpg,None Identified,582a419c5e304c982be5c40c,POINT (-97.842285 30.195334)
28,IH 35 SVRD / ST JOHNS AVE,TURNED_ON,10/02/2017,Advidia,LOC16-007000,,NORTHEAST,4,AUSTIN FULL PURPOSE,ROADWAY,,,7200,IH 35 SVRD,,800, ST JOHNS AVE,,,11/02/2022 01:01:00 AM,,https://cctv.austinmobility.io/image/28.jpg,None Identified,582a41a15e304c982be5c5b6,POINT (-97.703764 30.332656)
670, BRODIE LN / ERNEST ROBLES WAY,DESIRED,,,LOC16-002075,,SOUTH,,AUSTIN FULL PURPOSE,ROADWAY,,,5300, BRODIE LN,,4100, ERNEST ROBLES WAY,,5148691,11/30/2023 09:40:00 PM,,https://cctv.austinmobility.io/image/670.jpg,None Identified,5d404639d6d40500152e5c43,POINT (-97.820351 30.229502)
242, SPICEWOOD SPRINGS RD / YAUPON DR,TURNED_ON,,Wisenet,LOC16-003760,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,8468, SPICEWOOD SPRINGS RD,,8307, YAUPON DR,,5151420,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/242.jpg,None Identified,582a419c5e304c982be5c40a,POINT (-97.783051 30.428312)
30, 3RD ST / BOWIE ST (SPRING CONDOS - WEST),TURNED_ON,03/08/2018,Advidia,LOC16-006995,SPRING CONDOS - WEST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,900, 3RD ST,,300, BOWIE ST,,,09/19/2023 03:31:00 PM,,https://cctv.austinmobility.io/image/30.jpg,None Identified,582a41a15e304c982be5c5b2,POINT (-97.754318 30.268963)
243, SLAUGHTER LN / 35 SVRD,TURNED_ON,,Wisenet,LOC16-003775,,SOUTH,"5, 2",AUSTIN FULL PURPOSE,ROADWAY,,,100, SLAUGHTER LN,,8652,IH 35 SVRD,,5151710,09/27/2023 05:34:00 PM,,https://cctv.austinmobility.io/image/243.jpg,None Identified,582a419c5e304c982be5c408,POINT (-97.786926 30.16707)
31, BARTON SPRINGS RD / RIVERSIDE DR (OTC - NORTHWEST),TURNED_ON,,Advidia,LOC16-006990,OTC - NORTHWEST,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, BARTON SPRINGS RD,,301, RIVERSIDE DR,,,10/29/2024 08:51:00 PM,,https://cctv.austinmobility.io/image/31.jpg,None Identified,582a41a15e304c982be5c5b0,POINT (-97.748989 30.257478)
244, MANOR RD / 35 SVRD,TURNED_ON,08/03/2017,Wisenet,LOC16-003805,,CENTRAL,"1, 9",AUSTIN FULL PURPOSE,ROADWAY,,,914, MANOR RD,,2100,IH 35 SVRD,,5159120,09/19/2023 04:04:00 PM,,https://cctv.austinmobility.io/image/244.jpg,None Identified,582a419c5e304c982be5c406,POINT (-97.727478 30.283091)
32, BARTON SPRINGS RD / RIVERSIDE DR (OTC - NORTHEAST),TURNED_ON,,Advidia,LOC16-006985,OTC - NORTHEAST,SOUTHWEST,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, BARTON SPRINGS RD,,301, RIVERSIDE DR,,,11/10/2023 05:19:00 PM,,https://cctv.austinmobility.io/image/32.jpg,None Identified,582a41a15e304c982be5c5ae,POINT (-97.749041 30.257391)
671, ST ELMO RD / WOODWARD ST,DESIRED,,,LOC16-004340,,SOUTH,2,AUSTIN FULL PURPOSE,ROADWAY,,,2000, ST ELMO RD,,2136, WOODWARD ST,,5156515,11/30/2023 09:40:00 PM,,https://cctv.austinmobility.io/image/671.jpg,None Identified,5d404db9ec65480010367084,POINT (-97.747315 30.210224)
672, MENCHACA RD / PRATHER LN (Ann Richard's School),DESIRED,,,LOC16-005150,Ann Richard's School,SOUTH,5,AUSTIN FULL PURPOSE,ROADWAY,,,3712, MENCHACA RD,,2001, PRATHER LN,,5151650,11/30/2023 09:41:00 PM,,https://cctv.austinmobility.io/image/672.jpg,None Identified,5d404dddc6428b001120427a,POINT (-97.785713 30.233917)
245, LAMAR BLVD / LAMAR SQUARE DR,TURNED_ON,09/27/2017,Wisenet,LOC16-003810,,SOUTH,9,AUSTIN FULL PURPOSE,ROADWAY,,,1200, LAMAR BLVD,,1301, LAMAR SQUARE DR,,5154288,06/27/2023 07:59:00 PM,,https://cctv.austinmobility.io/image/245.jpg,None Identified,582a419c5e304c982be5c404,POINT (-97.762589 30.254248)
33, SAN JACINTO BLVD / 7TH ST (OMNI - SOUTHWEST),TURNED_ON,,Advidia,LOC16-006980,OMNI - SOUTHWEST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, SAN JACINTO BLVD,,200, 7TH ST,,,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/33.jpg,None Identified,582a41a15e304c982be5c5ac,POINT (-97.740692 30.268688)
673, 6TH ST / WEST LYNN ST,DESIRED,,,LOC16-001025,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,1504, 6TH ST,,600, WEST LYNN ST,,5154206,11/30/2023 09:41:00 PM,,https://cctv.austinmobility.io/image/673.jpg,None Identified,5d404e8757bc2d001086e38a,POINT (-97.762642 30.274826)
246, PARMER LN / LEGENDARY DR (Riata Vista Circle - West),TURNED_ON,,Wisenet,LOC16-003815,Riata Vista Circle - West,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,5600, PARMER LN,,13420, LEGENDARY DR,,5157325,08/28/2024 10:39:00 PM,,https://cctv.austinmobility.io/image/246.jpg,None Identified,582a419c5e304c982be5c402,POINT (-97.735954 30.437298)
674, CESAR CHAVEZ ST / 35 SVRD,TURNED_ON,03/19/2020,Wisenet,LOC16-000675,,CENTRAL,3,AUSTIN FULL PURPOSE,ROADWAY,,,800, CESAR CHAVEZ ST,,100,IH 35 SVRD,,5158088,03/25/2024 03:50:00 PM,,https://cctv.austinmobility.io/image/674.jpg,None Identified,5d40501e9442f20010304da5,POINT (-97.735786 30.260996)
34, SAN JACINTO BLVD / 7TH ST (OMNI - SOUTHEAST),TURNED_ON,03/18/2022,Sarix,LOC16-006975,OMNI - SOUTHEAST,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, SAN JACINTO BLVD,,200, 7TH ST,,,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/34.jpg,None Identified,582a41a15e304c982be5c5aa,POINT (-97.740235 30.268596)
247, PARMER LN / SPECTRUM DR,TURNED_ON,,Advidia,LOC16-003820,,NORTHWEST,6,AUSTIN FULL PURPOSE,ROADWAY,,,9500, PARMER LN,,9501, SPECTRUM DR,,5152967,06/20/2023 06:04:00 PM,,https://cctv.austinmobility.io/image/247.jpg,None Identified,582a419c5e304c982be5c400,POINT (-97.767098 30.481691)
675, CESAR CHAVEZ ST / SAN ANTONIO ST,DESIRED,,,LOC16-001365,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,400, CESAR CHAVEZ ST,,100, SAN ANTONIO ST,,5156008,11/30/2023 09:41:00 PM,,https://cctv.austinmobility.io/image/675.jpg,None Identified,5d405175a46d86001218c73d,POINT (-97.749115 30.264656)
35, SAN JACINTO BLVD / 7TH ST (OMNI - NORTH),TURNED_ON,03/18/2022,Advidia,LOC16-006970,OMNI - NORTH,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,700, SAN JACINTO BLVD,,200, 7TH ST,,,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/35.jpg,None Identified,582a41a15e304c982be5c5a8,POINT (-97.740043 30.269174)
248, CONGRESS AVE / SLAUGHTER LN,TURNED_ON,,Advidia,LOC16-003830,,SOUTH,"5, 2",AUSTIN FULL PURPOSE,ROADWAY,,,8516, CONGRESS AVE,,126, SLAUGHTER LN,,5151549,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/248.jpg,None Identified,582a419c5e304c982be5c3fe,POINT (-97.788559 30.167107)
676, LAMAR BLVD / TOOMEY RD,TURNED_ON,10/01/2019,Wisenet,LOC16-004980,,CENTRAL,9,AUSTIN FULL PURPOSE,ROADWAY,,,200, LAMAR BLVD,,1301, TOOMEY RD,,5154881,09/04/2024 03:33:00 PM,,https://cctv.austinmobility.io/image/676.jpg,None Identified,5d4051d22b8e750011d80c5d,POINT (-97.757907 30.262954)
36, ELROY RD / HEINE FARM RD,REMOVED,,Sarix,LOC16-007025,,,2,AUSTIN 2 MILE ETJ,ROADWAY,,,7200, ELROY RD,,7113, HEINE FARM RD,,5167173,10/10/2022 05:11:00 PM,,https://cctv.austinmobility.io/image/36.jpg,None Identified,582a41a15e304c982be5c5a6,POINT (-97.639766 30.153975)
37, LAMAR BLVD / SHOAL CREEK BLVD (LAMAR / 27TH),TURNED_ON,,Wisenet,LOC16-006965,LAMAR / 27TH,CENTRAL,"10, 9",AUSTIN FULL PURPOSE,ROADWAY,,,2601, LAMAR BLVD,,2710, SHOAL CREEK BLVD,,,11/14/2023 04:15:00 PM,,https://cctv.austinmobility.io/image/37.jpg,None Identified,582a41a15e304c982be5c5a4,POINT (-97.747347 30.292496)
